,Alcohol,Appellation,Category,Points,Price,Review,Wine,Winery,Year,Variety,State
3552,12.5,"Sonoma Coast, Sonoma, California, US",White,85,48.0,"This older vintage white has a salty briny nose and a disjointed sensibility of tart lemon on the palate, becoming somewhat heavy on the palate amidst its ultimate leanness.",Blagden 2012 Sangiacomo Vineyard Chardonnay (Sonoma Coast),Blagden,2012.0,Chardonnay,California
3553,13.6,"Sierra Foothills, Sierra Foothills, California, US",Rose,85,25.0,"Softly sweet and very fruity, this light-pink wine is simple and clean. It should appeal especially to new wine drinkers.",Naggiar 2017 Estate Rosé (Sierra Foothills),Naggiar,2017.0,Rosé,California
3554,13.5,Take Me With You,Red,85,15.0,"Very fruity, lightly sweet and quite mouth coating, this rich wine has jammy aromas and flavors centering around blackberries.",Take Me With You 2016 Red (California),Take Me With You,2016.0,Red,
3555,14.15,Windchaser,Red,85,30.0,"This is a straightforward medium-bodied red wine that has decent balance, moderate tannins and mostly herbaceous, peppery flavors.",Windchaser 2016 Red (Mendocino County),Windchaser,2016.0,Red,
3556,12.0,Woodbridge by Robert Mondavi,White,85,8.0,"Spice and herb flavors dominate this light-bodied, crisp and dry wine. White-pepper, fennel bulb and lemon flavors make an interesting mix and the mouthfeel is respectably tangy.",Woodbridge by Robert Mondavi 2017 Sauvignon Blanc (California),Woodbridge by Robert Mondavi,2017.0,Sauvignon Blanc,
3557,12.3,Mabera,Red,85,24.0,"This light-bodied wine strives for concentration and ripeness, but retains the typical bright acidity of Barbera. It smells like black cherries, tastes like not-quite-ripe blackberries and has a tangy, moderately tannic texture.",Mabera 2015 Barbera (Sierra Foothills),Mabera,2015.0,Barbera,
3558,13.9,"California, California Other, California, US",Red,85,13.0,"This wine has a flinty, earthy aroma, ripe fruit flavors and low tannins. It's smooth on the palate and has a hint of good acidity to keep it lively.",Nine North Wine Company 2016 Chasing Lions Cabernet Sauvignon (California),Nine North Wine Company,2016.0,Cabernet Sauvignon,California
3559,12.9,"California, California Other, California, US",Rose,85,17.0,A lavender color and cherry-like aromas lead to very dry flavors of not-quite-ripe plums and a sensation of mild tannins in this light-bodied wine.,Oro Bello 2017 Rose Gold Rosé (California),Oro Bello,2017.0,Rosé,California
3560,13.4,"El Dorado, Sierra Foothills, California, US",Red,85,42.0,"This medium-bodied wine has a slightly cloudy appearance and an auburn edge, a sharp mouthfeel and hints of raspberry vinegar along with cherries, black pepper and smoke. Try it for a complete change of pace.",Donkey & Goat 2016 The Bear Red (El Dorado),Donkey & Goat,2016.0,Rhône-style Red Blend,California
3561,14.6,Eliana,Red,85,35.0,"Sourced from the Thistlecroft vineyard, this was produced and bottled by Eola Hills winery. It's an oaky, blocky wine, with potent vanilla syrup scents and flavors that marginalize the fruit and disguise any varietal typicity.",Eliana 2015 Tempranillo (Rogue Valley),Eliana,2015.0,Tempranillo,
3562,14.5,"Lodi, Central Valley, California, US",Red,85,12.0,"A very dense, almost-black color and concentrated blueberry and chocolate aromas make this wine an attention-getter. It has a touch of sweetness to soften moderate tannins, and offers plenty of grapey jammy fruit flavors.",Gnarly Head 2016 Authentic Black Red (Lodi),Gnarly Head,2016.0,Red Blend,California
3563,13.0,Prototype,Red,85,10.0,"Strong flavors of black tea and Bing cherries give a big personality to this medium-bodied wine. It tastes extremely fruity, like cherries and blackberries, has light tannins and a rather soft mouthfeel.",Prototype 2016 Cabernet Sauvignon (California),Prototype,2016.0,Cabernet Sauvignon,
3564,15.2,"California, California Other, California, US",Red,85,20.0,This wine leads with a profusion of sweet oaky spices in the aroma followed by even more oaky smoky syrupy flavors and a lightly sweet balance. It is full bodied and has lots of flavor impact.,Replica 2016 Pickpocket Red (California),Replica,2016.0,Red Blend,California
3565,16.5,"Paso Robles, Central Coast, California, US",White,85,40.0,"Aged in concrete and hailing from three different vineyards, this is an extremely ripe and unctuous bottling, starting with aromas of banana Jolly Rancher with a hint of grapefruit juice. The palate is extremely tropical, blending papaya, guava and banana flavors as well as a dominating coconut-oil element.",Pulchella 2017 Drifter Viognier (Paso Robles),Pulchella,2017.0,Viognier,California
3566,13.0,Rich & Spicy,Red,85,15.0,"Very fruity, even jammy in aroma and flavor, this medium-bodied wine is easy to sip. It's low in tannins and acidity, making a very soft texture.",Rich & Spicy 2015 Cabernet Sauvignon (California),Rich & Spicy,2015.0,Cabernet Sauvignon,
3567,14.6,"Santa Barbara County, Central Coast, California, US",Red,85,50.0,"Juicy fruits of red currant and boysenberry meet with tar and musty herbs on the nose of this bottling. The palate is very pyrazine-laden, showing lots of dill and bell-pepper flavors against the red fruits.",Roblar 2014 Reserve Cabernet Sauvignon (Santa Barbara County),Roblar,2014.0,Cabernet Sauvignon,California
3568,13.5,Simple Machine,White,85,28.0,"This is the current release, though well past its vintage. It seems flat on first sip but recoups itself with a lingering finish that reflects well-aged Viognier. Drink up.",Simple Machine 2013 Viognier (Rogue Valley),Simple Machine,2013.0,Viognier,
3569,11.5,"California, California Other, California, US",Rose,84,13.0,This low-alcohol wine is pink with a hint of peach color and has mostly ripe and slightly sweet fruit flavors like peaches and pears. The texture is smooth and rather thick for a rosé.,Mad Housewife 2016 Sweet Pink Rosé (California),Mad Housewife,2016.0,Rosé,California
3570,15.1,"Rogue Valley, Southern Oregon, Oregon, US",Red,84,34.0,"This blend of Grenache and Syrah tastes like raspberry purée, with a broad streak of vanilla. The tannins are drying out, and the whole wine is over the top, like a hyper-realistic painting.",Simple Machine 2014 The Vector Grenache-Syrah (Rogue Valley),Simple Machine,2014.0,Syrah,Oregon
3571,14.5,"California, California Other, California, US",Red,84,14.0,This is a commercial-style red blend that smells chocolaty and tastes almost like maple syrup. It has noticeable sweetness and a soft mouth-coating texture.,Apothic 2016 Crush Smooth Red (California),Apothic,2016.0,Red Blend,California
3572,13.5,"North Coast, North Coast, California, US",White,84,14.0,This medium-bodied wine has straightforward herb and apple aromas joined by an earthy streak in the flavor. It's rather light in terms of concentration.,Murphy-Goode 2016 The Fumé Sauvignon Blanc (North Coast),Murphy-Goode,2016.0,Sauvignon Blanc,California
3573,13.8,Highland Valley,Red,84,40.0,"Sweet in plum, vanilla and brown sugar, this wine is raisiny, soft and somewhat unstructured.",Highland Valley 2015 Petite Syrah (Dry Creek Valley),Highland Valley,2015.0,Petite Syrah,
3574,13.5,"California, California Other, California, US",Red,84,14.0,"A chocolaty sweetness pervades this medium-bodied, smooth-textured and oaky wine. It adds grape jam to the chocolate flavors and has a soft mouthfeel.",Apothic 2016 Winemaker's Red (California),Apothic,2016.0,Red Blend,California
3575,13.0,"California, California Other, California, US",Red,84,10.0,"This medium-bodied pop-style wine has jammy aromas and very ripe, lightly sweet fruit flavors that leave a candied taste on the tongue.",Melodramatic 2016 Darkness Red (California),Melodramatic,2016.0,Red Blend,California
3576,14.2,"Livermore Valley, Central Coast, California, US",Red,84,50.0,"This is a very tight and tannic wine for a varietal that's often considered the lighter relative of Cabernet Sauvignon. It is bone dry, has red and black-cherry flavors, full body and dramatic palate-gripping tannins that leave an astringent aftertaste.",Nottingham Cellars 2014 Casa De Vinas Micro-Lot Reserve Cabernet Franc (Livermore Valley),Nottingham Cellars,2014.0,Cabernet Franc,California
3577,13.5,"Sierra Foothills, Sierra Foothills, California, US",Red,84,40.0,"This is a decent-quality wine with medium body, rather earthy cherry flavors and a reasonably smooth texture.",Wise Villa 2016 Estate Grown Pinot Noir (Sierra Foothills),Wise Villa,2016.0,Pinot Noir,California
3578,14.5,"Willow Creek, North Coast, California, US",White,84,45.0,"This bottling smells a bit more like Chardonnay than Sauvignon Blanc, with lemon rinds and a hint of butter, but a lime and dried apple touch that is varietally familiar. Poached apples show on the palate.",Heath Vineyards 2014 Captivating Sauvignon Blanc (Willow Creek),Heath Vineyards,2014.0,Sauvignon Blanc,California
3579,14.8,"Lake County, Lake County, California, US",Red,84,36.0,"Dramatic with oakiness, this full-bodied and tannic wine smells smoky and tastes heavy with black-pepper, maple and toasted-bread flavors that dominate the fruit flavors.",Steele 2014 Stymie Founder's Reserve Limited Production Syrah (Lake County),Steele,2014.0,Syrah,California
3580,13.6,Mirassou,Red,84,12.0,"This wine has an unusually deep color, assertive aromas like wood smoke and cloves and very concentrated, spicy, charred flavors that don't seem to come from the grapes but probably from oak products used during aging.",Mirassou 2016 Cabernet Sauvignon (California),Mirassou,2016.0,Cabernet Sauvignon,
3581,13.5,Simple Life,White,84,13.0,Very ripe fruit flavors and a hint of sweetness give this medium-bodied wine a resemblance to pear nectar. The texture is soft and mouth-coating and the acidity is low.,Simple Life 2016 Chardonnay (California),Simple Life,2016.0,Chardonnay,
3582,13.8,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,83,45.0,"Vanilla, baking spice, game, dried cherry, Band Aid and medicine cabinet aromas are at the fore in this wine. Light fruit and medicinal flavors follow. It doesn't come together.",Arbor Crest 2015 Farrington Malbec (Columbia Valley (WA)),Arbor Crest,2015.0,Malbec,Washington
3583,13.5,Mirassou,Red,82,12.0,"This medium-bodied wine smells and tastes overtly oaky, as notes of maple syrup, brown sugar and cinnamon blanket the mild fruit flavors underneath.",Mirassou 2016 Merlot (California),Mirassou,2016.0,Merlot,
3584,13.5,Melodramatic,Red,82,10.0,"Very mapley and sweet in flavor, this wine is medium bodied and packed with ripe jammy fruit flavors and heavy accents of brown sugar.",Melodramatic 2016 Red (California),Melodramatic,2016.0,Red,
3585,13.75,"Contra Costa County, Central Coast, California, US",Red,82,34.0,"This wine has earthy sunbaked aromas and rather lean flavors of fennel and black pepper. It's medium bodied, dry and moderately tannic.",Campos Family Vineyards 2015 Estate Cabernet Franc (Contra Costa County),Campos Family Vineyards,2015.0,Cabernet Franc,California
3586,12.3,"Columbia Valley (OR), Oregon Other, Oregon, US",Red,82,44.0,"This wine's aroma can only be described as sweaty, with unappealing dankness. Its cranberry-like fruit is thin, peppered with dried-out tannins.",Cathedral Ridge 2014 Moody Vineyard Cabernet Franc (Columbia Valley (OR)),Cathedral Ridge,2014.0,Cabernet Franc,Oregon
3587,13.0,"California, California Other, California, US",Red,82,13.0,"An extreme aroma of rose and hibiscus blossoms leads to sweet, strongly floral flavors and a grape-jelly note on the finish. It's not for anyone expecting a traditional dry wine taste.",Mad Housewife 2016 Sweet Red (California),Mad Housewife,2016.0,Red Blend,California
3588,13.8,"El Dorado, Sierra Foothills, California, US",Red,82,42.0,"This aggressive and tart wine pushes the limits. It has raspberry and raspberry-vinegar aromas, vivid acidity on the palate and sharp cherry flavors.",Donkey & Goat 2014 Fenaughty Vineyard Syrah (El Dorado),Donkey & Goat,2014.0,Syrah,California
3589,14.1,"Columbia Valley (OR), Oregon Other, Oregon, US",Red,81,58.0,"This wine is barely reviewable, with totally dried out, leathery flavors.",Cathedral Ridge 2014 Reserve Cabernet Sauvignon (Columbia Valley (OR)),Cathedral Ridge,2014.0,Cabernet Sauvignon,Oregon
3590,14.4,"Sonoma Coast, Sonoma, California, US",Red,98,70.0,"This wine is bewilderingly savory in tones of clove and sage, but then turns juicy and balanced from flavors of strawberry and blackberry. Grainy in complex texture and tannin, it offers a powerful full-bodied richness and wild quality that's undeniably memorable.",Three Sticks 2015 Walala Vineyard Pinot Noir (Sonoma Coast),Three Sticks,2015.0,Pinot Noir,California
3591,14.1,"Russian River Valley, Sonoma, California, US",White,98,80.0,"This wine is grown in old coastal soils and sand, driven greatly by the ground underneath it and its surrounding Laguna Ridge environment. It has density and energy in equal measure, a balance of weighty apple and pear mixed in toasted oak and freshness.",Kistler 2015 Vine Hill Chardonnay (Russian River Valley),Kistler,2015.0,Chardonnay,California
3592,14.1,"Sonoma Coast, Sonoma, California, US",White,98,80.0,"From a separate block near Durell Vineyard, this wine is completely overtaken by heady floral and mineral notions of beauty and intrigue. High toned and surprisingly delicate, it's buoyant and fresh in crisp green apple and fleshy citrus flavors, with medium-bodied weight and lovely texture.",Kistler 2015 Stone Flat Vineyard Chardonnay (Sonoma Coast),Kistler,2015.0,Chardonnay,California
3593,14.3,"Sonoma Coast, Sonoma, California, US",Red,98,70.0,"From a ridge-top, western-facing site greatly influenced by the Pacific Ocean, this is exotic and distinct in character, with tones of white pepper, tart cherry, rhubarb and strawberry. Gorgeously layered, delicate and structured, it has length and richness to the tannin profile, as well as a notion of peat that adds to the dramatic complexity of the wine.",Hartford Court 2015 Seascape Vineyard Pinot Noir (Sonoma Coast),Hartford Court,2015.0,Pinot Noir,California
3594,14.5,"Russian River Valley, Sonoma, California, US",White,97,65.0,"This is such a beautiful wine, incorporating blocks from the nearby Allen Vineyard, also farmed by the Rochiolis. Reduced nicely on the nose, it's lemony with a great core of juicy acidity around grainy, gravelly texture and minerality. With an exotic edge, it finishes elegantly in lemon peel and orange blossom.",Ramey 2015 Rochioli Vineyard Chardonnay (Russian River Valley),Ramey,2015.0,Chardonnay,California
3595,14.1,"Russian River Valley, Sonoma, California, US",White,97,80.0,"A tightly textured white, this is earthy and spicy in Gravenstein apple, blood orange and hazelnut—the nuttiness taking on a toasted quality that adds warmth and flavor. Bright, refreshing and well-rounded, it has concentrated richness that finds its balance in juicy acidity.",Kistler 2015 Dutton Ranch Chardonnay (Russian River Valley),Kistler,2015.0,Chardonnay,California
3596,14.5,"Carneros, Napa-Sonoma, California, US",White,97,65.0,"This sources from blocks planted in 1991 and 1997, older selections that show grace and power in the wine. Exotic in lemongrass, ginger and Asian pear, the vineyard-designate doesn't hold back on supportive Meyer lemon-crisp acidity, enough to balance out the richer concentrated fruit aspects and classic oak. This is delicious.",Ramey 2015 Hyde Vineyard Chardonnay (Carneros),Ramey,2015.0,Chardonnay,California
3597,13.9,"Russian River Valley, Sonoma, California, US",Red,96,80.0,"Savory in aromas of black licorice, sage and rose, this is a tremendously impressive, deliciously crafted wine that is delicately layered in cranberry and rhubarb flavors. The complex texture is grainy yet polished, with a succulence that makes it irresistible from start to finish.",Gary Farrell 2015 Rochioli-Allen Vineyards Pinot Noir (Russian River Valley),Gary Farrell,2015.0,Pinot Noir,California
3598,15.1,"Sonoma Coast, Sonoma, California, US",Red,96,70.0,"From a block growing at high elevation on the extremes of the coast north of Fort Ross, this wine is bright up-front with youthful tannins, its center juicy and densely packed in mocha, coffee and cocoa powder. Soft and structured, the dark cherry and blueberry fruit is dusted in dried herb and lavender.",Hartford Court 2015 Far Coast Vineyard Pinot Noir (Sonoma Coast),Hartford Court,2015.0,Pinot Noir,California
3599,12.0,"Anderson Valley, Mendocino County, California, US",Sparkling,96,75.0,"This wine is extremely deep, complex and concentrated in flavor while maintaining wonderful finesse in texture. It starts with fragrant aromas of freshly baked bread and cinnamon. Those are followed by a creamy mouthfeel, pinpoint bubbles and subtle peach, white cherry and apricot flavors that are both delicate and focused at the same time, leading to a long finish. It is so tempting now but best after 2020.",Roederer Estate 2009 L'Ermitage Brut Sparkling (Anderson Valley),Roederer Estate,2009.0,Sparkling Blend,California
3600,14.8,"Santa Maria Valley, Central Coast, California, US",Red,96,95.0,"From Bien Nacido Vineyard's Z and X blocks, with 3% Viognier, this is a lovely and rich Syrah with lavish aromas of black currant, caramel, teriyaki and German chocolate cake. The palate is similarly thick and chewy, but with elegance and balance, showing black cherry, blueberry, white pepper and crushed rocks, leveled by a steadily rising acidity.",Clos Solène 2015 Cuvée Jean Syrah (Santa Maria Valley),Clos Solène,2015.0,Syrah,California
3601,14.1,"Russian River Valley, Sonoma, California, US",White,96,80.0,"From a site awash in Goldridge soils, the vines still on AXR rootstock, this white offers a wealth of high-toned aromatics, a rich robust nose that's unexpectedly bright, focused and fresh. The body takes on more richness and density, with highlights of caramel, brioche, fennel and salty pear.",Kistler 2015 Trenton Roadhouse Chardonnay (Russian River Valley),Kistler,2015.0,Chardonnay,California
3602,14.4,"Russian River Valley, Sonoma, California, US",White,96,65.0,"Reduced on the nose in welcoming, complex ways, this white is intensely spiced and earthy, evolving into a light balanced take on caramel apple, pear and shavings of lemon zest. From a cool windy site in the Sebastopol Hills section of the larger appellation, the lemon takes on a candied note that boosts the acidity to fresh high-toned heights.",Hartford Court 2015 Jennifer's Chardonnay (Russian River Valley),Hartford Court,2015.0,Chardonnay,California
3603,14.1,"Sonoma Valley, Sonoma, California, US",White,96,90.0,"A clonal exception to the majority of this producer's white wines, the grapes for this wine are grown at 1,800-feet elevation from Mt. Eden and old Wente clones, technically within the new Moon Mountain appellation. It starts rich and robust in juicy salty concentration before allowing in a streak of bright floral acidity that gives it freshness and life. White flower and salty stone persist on the palate.",Kistler 2015 Kistler Vineyard Chardonnay (Sonoma Valley),Kistler,2015.0,Chardonnay,California
3604,14.5,"Sonoma Coast, Sonoma, California, US",Red,96,50.0,"This is comprised of fruit from two coastal sites, but it does not hold back on flavor or complexity. A juicy entry of spicy red and blue fruit is surrounded by moderate structure and an imprint of rose petal. Lasting in intensity and acidity, it's dotted in citrus and polished tannins.",Hartford Court 2015 Land's Edge Vineyards Pinot Noir (Sonoma Coast),Hartford Court,2015.0,Pinot Noir,California
3605,14.1,"Russian River Valley, Sonoma, California, US",Red,96,90.0,"This is a wine of great concentration and density that's also savory and earthy. Hearty, heady violet-floral aromatics make for a grand entry into explosively succulent wild strawberry flavor and supple texture. The tannins are robust and rounded and there's a delicate layering of white and black pepper that dominates on the finish. Enjoy best 2020–2030.",Kistler 2015 Laguna Ridge Vineyard Pinot Noir (Russian River Valley),Kistler,2015.0,Pinot Noir,California
3606,14.4,"Sonoma Coast, Sonoma, California, US",Red,96,70.0,"Compost earthiness underlies a juicy, expansive and richly layered palate of fruit and spice that lingers expertly on the finish. Polished tannins support crisp strawberry and red cherry flavors that are adorned with cardamom and orange zest.",Three Sticks 2015 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Three Sticks,2015.0,Pinot Noir,California
3607,14.5,"Russian River Valley, Sonoma, California, US",White,96,65.0,"This is a Martinelli family-farmed site, a mark of excellence and history that's hard to beat. Floral and textured, it is marked by bright focused acidity around a core of textured baked-apple flavor and hazelnut crème brûlée. It tastes complete and complex, with undeniable richness and concentration.",Ramey 2015 Woolsey Road Vineyard Chardonnay (Russian River Valley),Ramey,2015.0,Chardonnay,California
3608,14.5,"Oakville, Napa, California, US",Red,95,170.0,"Just a dash of Petit Verdot is added to this wine, with the Cabernet Sauvigon coming from the Martin Stelling Vineyard that stands regally behind the winery. This starts off with soft aromas of cassis and red cherry, which appear on the palate that's built by sizable tannins and texture. The richness is defined in dark chocolate, with just enough acidity to keep the mouthfeel succulent and lush.",Far Niente 2015 Estate Bottled Cabernet Sauvignon (Oakville),Far Niente,2015.0,Cabernet Sauvignon,California
3609,13.8,"Sonoma Coast, Sonoma, California, US",Red,95,60.0,"This is a standout wine, earthy in juicy red fruit, spicy clove and citrus peel. It is well integrated and robustly built, with a backbone of acidity that provides lasting structure and a finishing touch of elegance.",Joseph Phelps 2015 Freestone Vineyards Estate Grown Pinot Noir (Sonoma Coast),Joseph Phelps,2015.0,Pinot Noir,California
3610,14.1,"Carneros, Napa-Sonoma, California, US",White,95,80.0,"From one of the older blocks of the famous vineyard, once looked after by this winemaker, this wine is beautifully golden in color with a reduced, salty nose of caramelized pretzel. Robustly built, it shows fleshy, lush layers of honey and tropical richness.",Kistler 2015 Hudson Vineyard Chardonnay (Carneros),Kistler,2015.0,Chardonnay,California
3611,12.8,"Sonoma Valley, Sonoma, California, US",Red,95,145.0,"This wine is gorgeously floral, with a pretty nose, inviting in its formidable blend of savory spicy tartness and intrigue. The fruit leans into elegant flavors of strawberry and orange peel—a backdrop of rose petal and lavender in the background. A grainy, textured finish sears into the brain's memory with a pleasing length and breadth.",Hanzell 2014 Ambassador's 1953 Vineyard Pinot Noir (Sonoma Valley),Hanzell,2014.0,Pinot Noir,California
3612,14.1,"Russian River Valley, Sonoma, California, US",Red,95,100.0,"Warm baking spices ride along a contour of juicy spiced plum, cherry and strawberry in this medium-bodied youthful wine. Expansive on the palate, it offers underlying structure and a boldness of polished tannin and integrated oak. Still, it will do well in the cellar: enjoy best 2025–2030.",Kistler 2015 Cuvée Natalie Silver Belt Vineyard Pinot Noir (Russian River Valley),Kistler,2015.0,Pinot Noir,California
3613,14.1,"Carneros, Napa-Sonoma, California, US",White,95,80.0,"This wine opens in muted aromatics that slowly blossom into a shaker of oystershell and saline, a salty and bold character of slate and stone that gives it texture and complexity. Green apple, quince and white flower mingle on the expansive ethereal palate within a medium-bodied balanced context of concentration.",Kistler 2015 Hyde Vineyard Chardonnay (Carneros),Kistler,2015.0,Chardonnay,California
3614,14.0,"Russian River Valley, Sonoma, California, US",Red,95,55.0,"This is a juicy, expansive and textured wine, incredibly delicious in ripe raspberry and strawberry flavors. It has sanguine undertones, with clove, cardamom and black tea that stand out against polished tannins.",Gary Farrell 2015 Hallberg Vineyard Pinot Noir (Russian River Valley),Gary Farrell,2015.0,Pinot Noir,California
3615,14.1,"Sonoma Coast, Sonoma, California, US",White,95,80.0,"This gorgeous white has a density and weight to it that never becomes heavy, instead remaining complex and steely in character. Wet stone, apricot and key lime intermingle effortlessly around a core of balanced richness and supportive acidity, the oak well-integrated and nuanced.",Kistler 2015 Durell Vineyard Chardonnay (Sonoma Coast),Kistler,2015.0,Chardonnay,California
3616,14.1,"Sonoma Mountain, Sonoma, California, US",White,95,80.0,"With an underlying richness, this medium-bodied white never forgets about its throughput of acidity, allowing for an undeniable crispness on the palate. Floral on the nose in apple and orange blossom, it shows a stony character that speaks to mineral components like oystershell and rock.",Kistler 2015 McCrea Vineyard Chardonnay (Sonoma Mountain),Kistler,2015.0,Chardonnay,California
3617,14.4,"Sta. Rita Hills, Central Coast, California, US",Red,95,46.0,"There's extreme, maybe even obscene, amounts of cracked black pepper on the savory nose of this cool-climate expression, which comes from the same 12 rows each vintage. There are also scents of roasted beef, asphalt and a pinch of lavender. The pepper character coats the palate too, diced by lively acidity. This is, perhaps, the most pitch-perfect show of Côte-Rôtie in California to date.",Samsara 2014 Turner Vineyard Syrah (Sta. Rita Hills),Samsara,2014.0,Syrah,California
3618,12.0,"Carneros, Napa-Sonoma, California, US",Sparkling,95,115.0,"Made entirely from estate-grown Chardonnay, this blanc de blancs is heady and intense with ample mousse and body. Green-apple Jolly Rancher flavor meets steely acidity that takes on a tone of wet stone and a focused structure, with a lasting impression of pineapple upside-down cake and crème brûlée.",Domaine Carneros 2011 Le Rêve Sparkling (Carneros),Domaine Carneros,2011.0,Sparkling Blend,California
3619,15.6,"Paso Robles, Central Coast, California, US",Red,95,95.0,"Deep and dark in color with savory aromas galore, this bottling, which includes 3% Grenache and 2% Viognier, shows dense beef-crust aromas along with violet paste, black-currant jam and fudge. Chalky tannins and smooth acidity frame a seamlessly integrated palate, where both caramelized and fresh boysenberries are dusted with lavender.",Clos Solène 2015 Hommage A Nos Pairs Reserve Syrah (Paso Robles),Clos Solène,2015.0,Syrah,California
3620,14.6,"Green Valley, Sonoma, California, US",White,95,65.0,"From a site farmed by the Dutton family, this wine is beautifully aromatic in brioche and honey apple, with light toasted oak playing a supporting part. An underlying richness presents as expansive and fleshy on the robust palate, with high-toned offerings of peach and Gravenstein apple.",Hartford Court 2015 Three Jacks Vineyard Chardonnay (Green Valley),Hartford Court,2015.0,Chardonnay,California
3621,14.7,"Rutherford, Napa, California, US",Red,95,130.0,"This is a tiny-production wine that packs an impressive punch. Currant, cassis and cedar open on the nose and palate, allowing for a soft, approachable beginning that takes on additional complexity as the wine develops. A grippiness dominates on the finish, suggesting it would benefit from time in the cellar. Enjoy 2024–2030.",Trujillo 2014 Gary Morisoli Vineyard Reserve Cabernet Sauvignon (Rutherford),Trujillo,2014.0,Cabernet Sauvignon,California
3622,15.2,"Napa Valley, Napa, California, US",Red,94,97.0,"Thick, extracted and smoothly integrated, this combines 76% Cabernet Sauvignon, 12% Cabernet Franc and 12% Petit Verdot. The elements are a complementary contradiction of earthy sage, rock and sanguine meat alongside a richer chapter of mocha and toffee. Together, they are formidable and would stand up well to cellaring; enjoy best 2025–2030.",B Cellars 2015 Blend 26 Red (Napa Valley),B Cellars,2015.0,Red Blend,California
3623,14.6,"Green Valley, Sonoma, California, US",Red,94,70.0,"This wine is slightly reductive on the nose, and tannic in its youth, with a strong floral component that brightens the proceedings. From a foggy hillside site overlooking Forestville, it sings in forest pine, tart tangy blood-orange acidity and sprinkles of Asian spice and soy.",Hartford Court 2015 Fog Dance Vineyard Pinot Noir (Green Valley),Hartford Court,2015.0,Pinot Noir,California
3624,14.5,"Green Valley, Sonoma, California, US",Red,94,70.0,"This wine speaks to cool-climate sensibilities, fleshy and fruity with a vibrancy and intensity. Sage, thyme and forest floor fill the nose before unleashing full-bodied succulent flavors of strawberry and raspberry that take on a kirsch-like complexity.",Hartford Court 2015 Hailey's Block Pinot Noir (Green Valley),Hartford Court,2015.0,Pinot Noir,California
3625,14.5,"Red Hills, Lake County, California, US",Red,94,65.0,"A deep and dark color signals the concentrated flavors to come in this very ripe, opulent and ultimately gentle wine. Cinnamon, clove and cedar notes waft up from the glass, with rich blueberry, blackberry and espresso flavors that coat the palate. Grown at 2,640 feet in a vineyard strewn with sharp, black obsidian rocks, the wine is packed with minute threads of tannin that add good grip to the texture without being at all drying. Best after 2023.",Obsidian Ridge 2015 Half Mile 2640' Cabernet Sauvignon (Red Hills),Obsidian Ridge,2015.0,Cabernet Sauvignon,California
3626,14.5,Three Sticks,Red,94,65.0,"Juicy with explosive acidity, this is made from vineyards across the appellation and is a fine showcase of its decadent grace and beauty. Delectable, it has a fleshy midpalate with lasting notions of cardamom, forest spice and wild pomegranate, with a depth of structure and balanced weight.",Three Sticks 2016 Pinot Noir (Russian River Valley),Three Sticks,2016.0,Pinot Noir,
3627,14.6,"Russian River Valley, Sonoma, California, US",Red,94,50.0,"From Winemaker Kirk Venge, this estate wine is sourced from the heart of the appellation. Char, blueberry and layered swathes of dusty chocolate give it richness around a full-bodied palate that's tempered by bright, lingering acidity.",Croix 2015 Wood Estate Zinfandel (Russian River Valley),Croix,2015.0,Zinfandel,California
3628,14.7,"Russian River Valley, Sonoma, California, US",Red,94,70.0,"This wine has a tannic intensity to it and a depth of rich red fruit. Rose and lavender aromatics season a seductively velvety texture of leather, nutmeg and Asian spice, the spiciness warming and muscular within a full-bodied boldly ripe core.",Hartford Court 2015 Jennifer's Pinot Noir (Russian River Valley),Hartford Court,2015.0,Pinot Noir,California
3629,14.7,"Russian River Valley, Sonoma, California, US",Red,94,70.0,"Velvety and luxurious on the nose, this is named for the producers' son and is from a vineyard near the coastal town of Occidental. Dark cherry and chocolate travel along a smooth spicy thoroughfare of integrated oak and tannin, the body bold and full bodied. Forest pine and orange peel add complex nuances of aroma and flavor.",Hartford Court 2015 MacLean's Block Pinot Noir (Russian River Valley),Hartford Court,2015.0,Pinot Noir,California
3630,14.1,"Sonoma Coast, Sonoma, California, US",White,94,60.0,"Year after year, this wine from a spectacularly cool-climate site impresses and intrigues. A crisp green-apple note is followed by high-toned acidity etched in Meyer lemon and wild lime flavors. The fresh, fruity core is well balanced and melds with a grip of oak on the finish, adding ample body and weight.",Joseph Phelps 2016 Freestone Vineyards Estate Grown Chardonnay (Sonoma Coast),Joseph Phelps,2016.0,Chardonnay,California
3631,14.5,"Russian River Valley, Sonoma, California, US",White,94,65.0,"The block sourced by this producer was planted in 1972 with Old Wente clone. The combination of site and winemaker is stunningly successful. The grainy, textured wine is nutty and boldly laced in crème brûlée richness. Integrated vanilla oak gives it additional density as supportive acidity freshens flavors of peach, olive and apple.",Ramey 2015 Ritchie Vineyard Chardonnay (Russian River Valley),Ramey,2015.0,Chardonnay,California
