,Unnamed: 0,Unnamed: 0.1,Alcohol,Appellation,Bottlesize,Category,Points,Price,Review,Url,Variety,Wine,Winery,Unnamed: 0.1.1,Unnamed: 0.1.1.1
1132,31,31.0,13%,"Sonoma Coast, Sonoma, California, US",750 ml,Red,90,"$30,  Buy Now","This is a great value for 100% varietal, cool-climate Syrah, a super earthy funky experience of confounding dried herb, lavender and grilled meat. Thick shocks of white pepper hedonistically dot the landscape.",https://www.winemag.com/buying-guide/baker-lane-2015-sonoma-coast-cuvee-syrah-sonoma-coast/,Syrah,Baker Lane 2015 Sonoma Coast Cuvée Syrah (Sonoma Coast),Baker Lane,,
1133,32,32.0,14.1%,"Santa Lucia Highlands, Central Coast, California, US",750 ml,Red,90,"$75,  Buy Now","Lighter aromas of pomegranate-based fruit punch and raspberry jam met with wild herbs on the nose of this bottling by the Carmel Valley-based producer. The punchy, fruit-forward flavors are easy to enjoy on the sip, although remain a tad simple and juicy.",https://www.winemag.com/buying-guide/bernardus-2016-sierra-mar-vineyard-pinot-noir-santa-lucia-highlands-301423/,Pinot Noir,Bernardus 2016 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Bernardus,,
1134,33,33.0,14.1%,"Sonoma Coast, Sonoma, California, US",750 ml,White,90,"$48,  Buy Now","Named for estate owner Charlie's mother, this is an intense and powerful white, fiercely strong in acidity and lingering layers of Gravenstein apple and a squeeze of lemon. The lasting finish of integrated oak takes on a characteristic of hazelnut that's hugely pleasing.",https://www.winemag.com/buying-guide/charles-heintz-2015-rachael-estate-chardonnay-sonoma-coast-300843/,Chardonnay,Charles Heintz 2015 Rachael Estate Chardonnay (Sonoma Coast),Charles Heintz,,
1135,34,34.0,13.8%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,Red,90,"$65,  Buy Now","As with the winery's other block selections, this is labeled Willamette Valley, but is composed entirely of estate-grown McMinnville AVA fruit. Brambly blackberries and well-delineated baking spices are amplified with floral aromas. Lilacs and cherries are here in abundance and are quite delightful.",https://www.winemag.com/buying-guide/coeur-de-terre-2015-abbys-block-reserve-pinot-noir-willamette-valley/,Pinot Noir,Coeur de Terre 2015 Abby's Block Reserve Pinot Noir (Willamette Valley),Coeur de Terre,,
1136,35,35.0,14.5%,"Russian River Valley, Sonoma, California, US",750 ml,Red,90,"$75,  Buy Now","This is a thick red wine, spicy in acidity and lengthy in waves of dark cherry, blackberry and cola. Full bodied and lush on the palate, it shows the strength of the appellation, site and vintage with ease.",https://www.winemag.com/buying-guide/entrepreneur-2015-widdoes-vineyard-pinot-noir-russian-river-valley-302604/,Pinot Noir,Entrepreneur 2015 Widdoes Vineyard Pinot Noir (Russian River Valley),Entrepreneur,,
1137,36,36.0,13.8%,"Russian River Valley, Sonoma, California, US",750 ml,Red,90,"$55,  Buy Now","Tart in rhubarb and strawberry and bushels of dried herb, this is a light-bodied delicate wine, restrained and balanced in ripeness and tone. The oak is well integrated and supportive.",https://www.winemag.com/buying-guide/joseph-jewell-2015-hallberg-vineyard-pinot-noir-russian-river-valley/,Pinot Noir,Joseph Jewell 2015 Hallberg Vineyard Pinot Noir (Russian River Valley),Joseph Jewell,,
1138,37,37.0,14%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red,90,"$45,  Buy Now","Dark red and purple fruits meet with caramelized and brown-sugar touches on the rich and lovely nose of this bottling. The palate is more tart than expected, with black-plum-skin flavors, and a dusting of white pepper, all framed in a firm dry structure.",https://www.winemag.com/buying-guide/kessler-haak-2015-estate-grown-syrah-sta-rita-hills-302703/,Syrah,Kessler-Haak 2015 Estate Grown Syrah (Sta. Rita Hills),Kessler-Haak,,
1139,38,38.0,12.3%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Sparkling,90,"$60,  Buy Now","Broad aromas of strawberry and peach flesh are cut my lime pith on the nose of this sparkling wine. Full raspberry and cherry-juice flavors on the palate are cut by a strong streak of sour and tart citrus spray, offering a balanced bubbly sip.",https://www.winemag.com/buying-guide/kessler-haak-2015-rose-sparkling-sta-rita-hills-301894/,Sparkling Blend,Kessler-Haak 2015 Rosé Sparkling (Sta. Rita Hills),Kessler-Haak,,
1140,39,39.0,15.2%,"Knights Valley, Sonoma, California, US",750 ml,White,90,"$75,  Buy Now","Creamy and lush in texture, this boldly ripe white flirts with tropical flavors of pineapple, guava and mango. Its full-bodied complexity is additionally marked by exotic elements of anise and fig.",https://www.winemag.com/buying-guide/knights-bridge-2016-west-block-chardonnay-knights-valley/,Chardonnay,Knights Bridge 2016 West Block Chardonnay (Knights Valley),Knights Bridge,,
1141,40,40.0,13%,"Lodi, Central Valley, California, US",750 ml,Red,90,"$25,  Buy Now","A distinctive and powerful fruitiness that's as rich as blackberry jam without being actually sweet gives this medium-bodied wine a big personality. Hints of spearmint and blueberry join the fun, and there is very little tannin or oakiness to get in the way.",https://www.winemag.com/buying-guide/langetwins-2015-red-tail-vineyard-nero-davola-lodi/,Nero d'Avola,LangeTwins 2015 Red Tail Vineyard Nero d'Avola (Lodi),LangeTwins,,
1142,41,41.0,14.5%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red,90,"$36,  Buy Now","This full-bodied wine is saturated with dark fruit and dark chocolate flavors while complex aromas of toasted oak, damp earth and new leather add to the enjoyment. It feels solid and firmly tannic, but velvety in texture. Best now–2025.",https://www.winemag.com/buying-guide/langman-estate-2015-raymonds-rows-petite-sirah-sierra-foothills/,Petite Sirah,Langman Estate 2015 Raymond's Rows Petite Sirah (Sierra Foothills),Langman Estate,,
1143,42,42.0,12.2%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,Sparkling,90,"$55,  Buy Now","This nicely captures the toasty, lip-smacking power of vintage Champagne, hitting the palate immediately with an impression of both power and finesse. Youthful still, it offers tart fla-vors of lemon rind, pineapple and grapefruit. Though all stainless-steel fermentation and aging is indicated, that pleasing toasty note continues on through the finish.",https://www.winemag.com/buying-guide/left-coast-2012-blanc-de-noir-pinot-noir-willamette-valley/,Pinot Noir,Left Coast 2012 Blanc de Noir Pinot Noir (Willamette Valley),Left Coast,,
1144,43,43.0,13.5%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,Red,90,"$35,  Buy Now","Both the white and the red Avni bottlings provide fine and accessible introductions to the Lingua Franca lineup. This well-crafted example mixes medium-bodied blue fruits and supporting, citrus-infused acidity. It's not a big wine, but is on point throughout a focused finish.",https://www.winemag.com/buying-guide/lingua-franca-2016-avni-pinot-noir-willamette-valley/,Pinot Noir,Lingua Franca 2016 Avni Pinot Noir (Willamette Valley),Lingua Franca,,
1145,44,44.0,14.8%,"Russian River Valley, Sonoma, California, US",750 ml,Red,90,"$43,  Buy Now","Velvety and full bodied, this is a robust, ripe wine, high-toned in notes of rhubarb, black tea and turned earth. It presents as lush and persistent on the palate, with a fruit-forward flavor and an impressive underlying complexity.",https://www.winemag.com/buying-guide/macmurray-estate-vineyards-2016-reserve-pinot-noir-russian-river-valley/,Pinot Noir,MacMurray Estate Vineyards 2016 Reserve Pinot Noir (Russian River Valley),MacMurray Estate Vineyards,,
1146,45,45.0,14.5%,"Lodi, Central Valley, California, US",750 ml,Red,90,"$18,  Buy Now","This admittedly huge wine offers tamed tannins, with a generous dose of spicy oak and a hint of sweetness that seem to absorb some of the astringency. It comes off as very concentrated and flavorful, showing an almost velvety texture.",https://www.winemag.com/buying-guide/michael-david-2016-petite-petit-petite-sirah-lodi/,Petite Sirah,Michael David 2016 Petite Petit Petite Sirah (Lodi),Michael David,,
1147,46,46.0,13.9%,Navarro,750 ml,White,90,"$27,  Buy Now","This barrel-fermented wine from an Anderson Valley institution has very nice balance, lots of juicy, fresh and ripe apple and peach flavors and a lightly tangy texture due to good acidity. It's medium bodied, easy to sip and will please a lot of different palates.",https://www.winemag.com/buying-guide/navarro-2016-chardonnay-anderson-valley/,Anderson Valley,Navarro 2016 Chardonnay (Anderson Valley),Navarro,,
1148,47,47.0,14.1%,Omen,750 ml,Red,90,"$20,  Buy Now","This California producer jumps into Southern Oregon with a bright, spicy bottle of Pinot Noir, blending grapes from the Wooldridge Creek Vineyard and the Rock'N R Ranch. Big, broad flavors of cranberry, pineapple, vanilla and toast deliver plenty of pleasure. Drink while it retains its freshness, now–2020.",https://www.winemag.com/buying-guide/omen-2017-pinot-noir-rogue-valley/,Rogue Valley,Omen 2017 Pinot Noir (Rogue Valley),Omen,,
1149,48,48.0,13.5%,Oregon Territory,750 ml,Red,90,"$20,  Buy Now","An outstanding value, this is the second label from Tempranillo specialist Paul O'Brien. It offers a boatload of mixed flavors and accents, with citrus, fig, cherry tobacco and bourbon tea all well represented and supported with lively acidity.",https://www.winemag.com/buying-guide/oregon-territory-2015-tempranillo-oregon/,Oregon,Oregon Territory 2015 Tempranillo (Oregon),Oregon Territory,,
1150,49,49.0,14.5%,"Napa Valley, Napa, California, US",750 ml,Red,90,"$98,  Buy Now","Generous tannins present as chalky and grippy in this wine, which offers an herbal wrapping of cedar, graphite and red currant. Boldly flavored and built, it's substantial on the palate.",https://www.winemag.com/buying-guide/paraduxx-2014-x2-estate-red-napa-valley/,Red Blend,Paraduxx 2014 X2 Estate Red (Napa Valley),Paraduxx,,
1151,50,50.0,13.6%,"Santa Barbara County, Central Coast, California, US",750 ml,Red,90,"$35,  Buy Now","Aromas of pencil shavings, black peppercorn, oregano and elderberry frame the nose of this blend of 32% Merlot, 28% Cabernet Sauvignon, 18% Petit Verdot, 12% Cabernet Franc and 10% Malbec. It's tightly wound on the palate, where a dried cherry flavor meets with dried herbs and cracked pepper, lifted by a dash of acidity.",https://www.winemag.com/buying-guide/rancho-sisquoc-2015-cellar-select-meritage-santa-barbara-county-301223/,Meritage,Rancho Sisquoc 2015 Cellar Select Meritage (Santa Barbara County),Rancho Sisquoc,,
1152,51,51.0,13.5%,"Yamhill-Carlton, Willamette Valley, Oregon, US",750 ml,Red,90,"$65,  Buy Now","This is the estate vineyard bottling from Maison Jadot's Oregon project. As 2018 will mark the first vintage made in the new Résonance winery, it's not surprising that some variation will be found in previous vintages, which were made in a borrowed facility. The 2015 is sharp and peppery, with dark fruits, supple acids and hints of char and smoke. The tannins, at first a bit gritty, smooth out with some hours of breathing time. Best drinking window here may be 2020–2025.",https://www.winemag.com/buying-guide/resonance-2015-resonance-vineyard-pinot-noir-yamhill-carlton/,Pinot Noir,Résonance 2015 Résonance Vineyard Pinot Noir (Yamhill-Carlton),Résonance,,
1153,52,52.0,14.3%,"Calistoga, Napa, California, US",750 ml,Red,90,"$58,  Buy Now","This is a tiny production wine for the producer. It's also among the producer's lightest and most delicate. High-toned cherry and strawberry fruit support a floral, herbal entry of beautiful perfume, the texture soft and in balance.",https://www.winemag.com/buying-guide/robert-biale-2016-falleri-vineyard-zinfandel-calistoga-302436/,Zinfandel,Robert Biale 2016 Falleri Vineyard Zinfandel (Calistoga),Robert Biale,,
1154,53,53.0,14.7%,Round Pond,750 ml,Red,90,"$75,  Buy Now","Soft and supple in milk chocolate and cherry, this wine contains 2% Petit Verdot. Dried herb, sage and pencil shavings contribute a savory complement to the richness of the ripe fruit.",https://www.winemag.com/buying-guide/round-pond-2015-cabernet-sauvignon-rutherford/,Rutherford,Round Pond 2015 Cabernet Sauvignon (Rutherford),Round Pond,,
1155,54,54.0,15.7%,"California, California Other, California, US",750 ml,Red,90,"$17,  Buy Now","Good fruit concentration meets firm structure in this very full-bodied well-extracted wine for a winning, bold personality. Blackberry, boysenberry and wood smoke meld with ample, soft tannins for a mouthful of flavor and a generous texture to boot.",https://www.winemag.com/buying-guide/ruby-hill-winery-2015-grapeful-red-california/,Red Blend,Ruby Hill Winery 2015 Grapeful Red (California),Ruby Hill Winery,,
1156,55,55.0,14.4%,"McMinnville, Willamette Valley, Oregon, US",750 ml,Red,90,"$65,  Buy Now","Now approaching 40 years of age, this single clone, block selection is quite pretty, with Bing cherry fruit cascading into even sweeter maraschino territory. The body of the wine has a streak of cola and a nice hint of caramel.",https://www.winemag.com/buying-guide/hyland-2016-wadenswil-old-vine-pinot-noir-mcminnville-301967/,Pinot Noir,Hyland 2016 Wädenswil Old Vine Pinot Noir (McMinnville),Hyland,,
1157,56,56.0,14.8%,"Sonoma Valley, Sonoma, California, US",750 ml,Red,90,"$30,  Buy Now","An estate-grown blend of 55% Cabernet Sauvignon and 45% Syrah, this wine is soft, supple and offers lasting structure. Blackberry and black currant combine for a jammy entry that's both sanguine and mineral in tone.",https://www.winemag.com/buying-guide/kunde-2014-dunfillan-cuvee-red-sonoma-valley/,Red Blend,Kunde 2014 Dunfillan Cuvée Red (Sonoma Valley),Kunde,,
1158,57,57.0,13%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,Red,90,"$50,  Buy Now","Juicy and tart with flavors of fresh-squeezed pomegranate and raspberries, this tangy effort carries an impression of lemon rind also. It may remind you, at least at this stage, of a particularly ripe cru Beaujolais. Drink now for its youthful zip, or cellar for another year or two to ameliorate those tongue-tickling acids.",https://www.winemag.com/buying-guide/lingua-franca-2016-estate-pinot-noir-eola-amity-hills/,Pinot Noir,Lingua Franca 2016 Estate Pinot Noir (Eola-Amity Hills),Lingua Franca,,
1159,58,58.0,14.5%,"Russian River Valley, Sonoma, California, US",750 ml,Red,90,"$50,  Buy Now","Soft, supple and earthy, with robust tannin structure and ripeness, this wine impresses in its interwoven layers of baked rhubarb, strawberry and cranberry. It lives up to its reserve-level billing and finishes dry.",https://www.winemag.com/buying-guide/meiomi-2016-reserve-pinot-noir-russian-river-valley/,Pinot Noir,Meiomi 2016 Reserve Pinot Noir (Russian River Valley),Meiomi,,
1160,59,59.0,14.5%,Migration,750 ml,Red,90,"$40,  Buy Now","Tannic and full bodied, this wine holds its weight and grip well. On the palate, it offers a dense expression of cherry cola, warm baking spices and toasted oak.",https://www.winemag.com/buying-guide/migration-2016-pinot-noir-sonoma-coast/,Sonoma Coast,Migration 2016 Pinot Noir (Sonoma Coast),Migration,,
1161,60,60.0,15.8%,"California, California Other, California, US",750 ml,Red,90,"$27,  Buy Now","This is a rich, tempting and full-bodied wine with enticing oak spices in the aroma, and tongue-drenching blackberry and boysenberry in the flavor. An extra dark color, moderate tannins and extreme ripeness all combine to amp up the experience.",https://www.winemag.com/buying-guide/prospect-772-2016-black-tie-charlie-red-california/,Red Blend,Prospect 772 2016 Black Tie Charlie Red (California),Prospect 772,,
1162,61,61.0,14.3%,Rancho Sisquoc,750 ml,Red,90,"$30,  Buy Now","Stewed red plum, pepper, dried herbs and baked earth show on the nose of this bottling. The palate starts quite zesty in a snappy raspberry-jam flavor, lifted by a hint of white pepper and solid acidity.",https://www.winemag.com/buying-guide/rancho-sisquoc-2016-pinot-noir-santa-barbara-county-301917/,Santa Barbara County,Rancho Sisquoc 2016 Pinot Noir (Santa Barbara County),Rancho Sisquoc,,
1163,62,62.0,15.26%,Rock Wall,750 ml,Red,90,"$30,  Buy Now","Thick dense layers of mocha and baked cherry pie accent a rounded, richly ripe and well-made varietal wine that's full bodied and memorably expressive.",https://www.winemag.com/buying-guide/rock-wall-2016-zinfandel-dry-creek-valley/,Dry Creek Valley,Rock Wall 2016 Zinfandel (Dry Creek Valley),Rock Wall,,
1164,63,63.0,13.6%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red,90,"$29,  Buy Now","Produced and bottled by Aberrant Cellars, this Southern Oregon Bordeaux-style blend is made from 35% Carmenère, 30% Cabernet Sauvignon, 20% Cabernet Franc and 15% Malbec. Blackberry fruit, cola and light details of earth and wood are set in a well-structured, polished frame.",https://www.winemag.com/buying-guide/sidecar-2016-off-the-wagon-red-rogue-valley/,Bordeaux-style Red Blend,Sidecar 2016 Off the Wagon Red (Rogue Valley),Sidecar,,
1165,64,64.0,14.6%,"Eola-Amity Hills, Willamette Valley, Oregon, US",750 ml,Red,90,"$50,  Buy Now","Black cherry fruit and barrel notes of dark chocolate come together in this medium-bodied vineyard selection. There's a thin streak of cola, and the tannins are annotated with a suggestion of Mediterranean herbs, often found in wines from this AVA. It spent 10 months in 63% new French oak.",https://www.winemag.com/buying-guide/solena-2016-zena-crown-vineyard-pinot-noir-eola-amity-hills/,Pinot Noir,Soléna 2016 Zena Crown Vineyard Pinot Noir (Eola-Amity Hills),Soléna,,
1166,65,65.0,15.2%,"Sonoma County, Sonoma, California, US",750 ml,Red,90,"$48,  Buy Now","Juicy, smoky and exuberantly fruity on the nose, this wine is smooth and integrated, with rich lush layers of crushed rock, mocha and blackberry that burst on the robust full-bodied palate.",https://www.winemag.com/buying-guide/st-francis-2015-tres-viejos-old-vines-zinfandel-sonoma-county/,Zinfandel,St. Francis 2015 Tres Viejos Old Vines Zinfandel (Sonoma County),St. Francis,,
1167,66,66.0,14.5%,"Santa Maria Valley, Central Coast, California, US",750 ml,Red,90,"$42,  Buy Now","Ripe cherry, star anise and boiled plum aromas show on the nose of this single-vineyard expression. The palate is also rather ripe but enjoyable, showing cranberry, hibiscus and a hint of orange rind, wrapped in compelling structure and acidity.",https://www.winemag.com/buying-guide/stasis-2015-murmur-vineyard-pinot-noir-santa-maria-valley-302727/,Pinot Noir,Stasis 2015 Murmur Vineyard Pinot Noir (Santa Maria Valley),Stasis,,
1168,67,67.0,14.6%,"Suisun Valley, North Coast, California, US",750 ml,White,90,"$40,  Buy Now","Richness of flavor and an especially creamy, melting texture help this wine stand out in a crowd. The wine is 80% barrel fermented and aged on the lees. It has concentrated and ripe pear, peach and apple flavors and a silky mouthfeel.",https://www.winemag.com/buying-guide/vezer-family-vineyard-2017-arlene-chardonnay-suisun-valley/,Chardonnay,Vezer Family Vineyard 2017 Arlene Chardonnay (Suisun Valley),Vezer Family Vineyard,,
1169,68,68.0,15.3%,"Temecula Valley, South Coast, California, US",750 ml,Red,90,"$50,  Buy Now","There's a dried fennel note that shows on many Temecula Valley wines, but this blend of 48% Grenache, 34% Syrah and 18% Mourvèdre uses that spice note to its advantage. Plump red-plum and hickory-smoke aromas touch on that anise-like note on the nose, while the palate shows cherry wood, elegant red-fruit and roasted fennel-bulb flavors.",https://www.winemag.com/buying-guide/wilson-creek-2016-family-reserve-g-s-m-temecula-valley-301925/,G-S-M,Wilson Creek 2016 Family Reserve G-S-M (Temecula Valley),Wilson Creek,,
1170,69,69.0,14.1%,Ziata,750 ml,White,90,"$35,  Buy Now","This medium-bodied white brings a stony mineral texture, with fleshy flavors of guava and mango. It offers complexity and nuance against a full embrace of ripeness.",https://www.winemag.com/buying-guide/ziata-2017-sauvignon-blanc-napa-valley-300856/,Napa Valley,Ziata 2017 Sauvignon Blanc (Napa Valley),Ziata,,
1171,70,70.0,13.7%,"Umpqua Valley, Southern Oregon, Oregon, US",750 ml,Red,90,"$18,  Buy Now","This is a sort of ad hoc field blend, composed of estate-grown fruit that didn't find its way into any of the many single varietal blends. Ten different grapes are in the mix, but more than half, unsurprisingly, is Tempranillo. It blends seamlessly, a potpourri of black fruits, cacao and graphite, with a whiff of cigar box. At this price it's worth loading up by the case.",https://www.winemag.com/buying-guide/abacela-nv-vintners-blend-18-red-umpqua-valley/,Red Blend,Abacela NV Vintner's Blend #18 Red (Umpqua Valley),Abacela,,
1172,71,71.0,14%,"Coombsville, Napa, California, US",750 ml,White,90,"$42,  Buy Now","Fleshy in defined flavors of peach and pear, this is a bright white wine, defined by perfumed aromas of jasmine and white flower. Fresh acidity supports a moderate structure of balanced ripeness.",https://www.winemag.com/buying-guide/ancien-2016-musque-chardonnay-coombsville/,Chardonnay,Ancien 2016 Musque Chardonnay (Coombsville),Ancien,,
1173,72,72.0,14%,Argyle,750 ml,Red,90,"$27,  Buy Now","The production of this well-made wine keeps bumping up, while the price and quality remain consistent. Pungent, peppery fruit flavors center around bright cranberry and plenty of citrus. There's a gentle touch of cinnamon candy also, adding extra life to the finish.",https://www.winemag.com/buying-guide/argyle-2016-pinot-noir-willamette-valley/,Willamette Valley,Argyle 2016 Pinot Noir (Willamette Valley),Argyle,,
1174,73,73.0,14.1%,"Russian River Valley, Sonoma, California, US",750 ml,Red,90,"$43,  Buy Now","This wine opens with a nutty, woody nose that delves quickly into a brazen blue-fruit flavor. Clove and pepper season it well and contribute to its length and depth.",https://www.winemag.com/buying-guide/au-contraire-2014-dutton-ranch-pinot-noir-russian-river-valley-302523/,Pinot Noir,Au Contraire 2014 Dutton Ranch Pinot Noir (Russian River Valley),Au Contraire,,
1175,74,74.0,13.5%,"Sonoma Coast, Sonoma, California, US",750 ml,Red,90,"$46,  Buy Now","A departure for this producer who tends to focus on its single-vineyard sites, this wine combines the best of several sites, with longevity and complexity in mind. It showcases the best of the coast's savory qualities, offering muted spice, firm tannins, orange, currant and a velvety midpalate.",https://www.winemag.com/buying-guide/balletto-2015-18-barrel-estate-grown-estate-bottled-pinot-noir-sonoma-coast/,Pinot Noir,Balletto 2015 18 Barrel Estate Grown Estate Bottled Pinot Noir (Sonoma Coast),Balletto,,
1176,75,75.0,13.7%,"Russian River Valley, Sonoma, California, US",750 ml,Red,90,"$44,  Buy Now","Juicy, grippy and expansive in red and black cherry, this medium-bodied wine is smooth and seductive, an ideal representative of its reasonably warm site. It finishes on tones of black tea and rose petal.",https://www.winemag.com/buying-guide/balletto-2016-winery-block-estate-grown-estate-bottled-pinot-noir-russian-river-valley/,Pinot Noir,Balletto 2016 Winery Block Estate Grown Estate Bottled Pinot Noir (Russian River Valley),Balletto,,
1177,76,76.0,14.2%,"Sonoma Mountain, Sonoma, California, US",750 ml,Red,90,"$38,  Buy Now","Made from grapes grown at 1,000-foot elevation, this wine is velvety thick and concentrated, with a decadence and grip to it that intrigues. Black licorice, black cherry and blackberry dance around each other with intent, providing a warm, full-bodied explosion of flavorful beauty.",https://www.winemag.com/buying-guide/belden-barns-2016-estate-grown-pinot-noir-sonoma-mountain/,Pinot Noir,Belden Barns 2016 Estate Grown Pinot Noir (Sonoma Mountain),Belden Barns,,
1178,77,77.0,14.2%,"Chehalem Mountains, Willamette Valley, Oregon, US",750 ml,Red,90,"$38,  Buy Now","Taut flavors of fresh strawberries, along with a gentle squeeze of grapefruit, introduce this young, snappy wine. Firm tannins support the overall structure, and the balance suggests that this should continue to improve over the next three to five years, and keep for another five after that.",https://www.winemag.com/buying-guide/blakeslee-2015-estate-pinot-noir-chehalem-mountains/,Pinot Noir,Blakeslee 2015 Estate Pinot Noir (Chehalem Mountains),Blakeslee,,
1179,78,78.0,14.3%,"Chehalem Mountains, Willamette Valley, Oregon, US",750 ml,Red,90,"$48,  Buy Now","Muscular and ripe, this cuvée mixes cranberry and cherry fruit over a lightly earthy foundation. Barrel aging adds textural flavors of halvah (tahini-based candy). It's not at all sweet, but lovely and detailed.",https://www.winemag.com/buying-guide/blakeslee-2015-estate-reserve-select-cluster-pinot-noir-chehalem-mountains/,Pinot Noir,Blakeslee 2015 Estate Reserve Select Cluster Pinot Noir (Chehalem Mountains),Blakeslee,,
1180,79,79.0,14.2%,"Carneros, Napa-Sonoma, California, US",750 ml,Red,90,"$35,  Buy Now","With a slight edge of reduction on the nose, and a leathery, earthy entry, this wine opens nicely into waves of soft, round and rich black-cherry, strawberry and blueberry. It maintains its exuberance through the succulent midpalate and quiet finish.",https://www.winemag.com/buying-guide/bouchaine-2015-estate-pinot-noir-carneros-302526/,Pinot Noir,Bouchaine 2015 Estate Pinot Noir (Carneros),Bouchaine,,
1181,80,80.0,13.9%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,Red,90,"$65,  Buy Now","While labeled Willamette Valley, this block selection is entirely estate-grown McMinnville AVA fruit. Spicy blackberry jam, cinnamon and chocolate flavors carry this wine, along with a pretty streak of candied violets. It shows medium concentration and high-toned brightness.",https://www.winemag.com/buying-guide/coeur-de-terre-2015-sarah-janes-block-reserve-pinot-noir-willamette-valley/,Pinot Noir,Coeur de Terre 2015 Sarah Jane's Block Reserve Pinot Noir (Willamette Valley),Coeur de Terre,,
1182,81,81.0,14.8%,"Napa Valley, Napa, California, US",750 ml,Red,90,"$70,  Buy Now","This blend is nearly a third each of Cabernet Sauvignon, Cabernet Franc and Merlot, with a deep, dark oak profile and plenty of firm, chalky tannins. The flavors lean toward licorice and cherry, with a bit of coffee and toffee richness.",https://www.winemag.com/buying-guide/corley-2014-proprietory-red-napa-valley/,Bordeaux-style Red Blend,Corley 2014 Proprietory Red (Napa Valley),Corley,,
1183,82,82.0,10%,"Sonoma Mountain, Sonoma, California, US",375 ml,Dessert,90,"$28,  Buy Now","Made in a Sauternes-like method, this dessert wine is balanced and smooth, its interwoven layers a celebration of salted caramel, green apple and dried apricot. Not too sweet nor rich, it will classically reward with blue cheeses, spiced nuts or on its own.",https://www.winemag.com/buying-guide/covenant-2016-zahav-late-harvest-botrytis-chardonnay-sonoma-mountain/,Chardonnay,Covenant 2016 Zahav Late Harvest Botrytis Chardonnay (Sonoma Mountain),Covenant,,
1184,83,83.0,13.9%,"Willamette Valley, Willamette Valley, Oregon, US",750 ml,Red,90,"$50,  Buy Now","Relative to the rest of Fullerton's 2016 Pinots, the Croft seems the most tannic, with a thicker presence in the mouth. Blackberry, black cherry and cola components are the defining flavors, with black olive and dark chocolate highlights running through the tannins.",https://www.winemag.com/buying-guide/fullerton-2016-croft-vineyard-pinot-noir-willamette-valley-301959/,Pinot Noir,Fullerton 2016 Croft Vineyard Pinot Noir (Willamette Valley),Fullerton,,
1185,84,84.0,14.1%,Geyser Peak,750 ml,Red,90,"$13,  Buy Now",Excellent fruit concentration and very good balance make this full-bodied wine a winner. Minty cedary aromas accent the vivid black-cherry and pomegranate flavors as moderate tannins and fresh acidity add appetizing structure.,https://www.winemag.com/buying-guide/geyser-peak-2015-merlot-california/,California,Geyser Peak 2015 Merlot (California),Geyser Peak,,
1186,85,85.0,12.9%,"Carneros, Napa-Sonoma, California, US",750 ml,Rose,90,"$30,  Buy Now","Crisp waves of cherry vanilla are complemented by citrus-driven acidity in this light bright wine that's well made and memorable. Textured, it is lengthy and has ample body to work on its own or with food.",https://www.winemag.com/buying-guide/gloria-ferrer-2017-rose-of-pinot-noir-carneros/,Pinot Noir,Gloria Ferrer 2017 Rosé of Pinot Noir (Carneros),Gloria Ferrer,,
1187,86,86.0,13.6%,"Santa Barbara County, Central Coast, California, US",750 ml,Red,90,"$48,  Buy Now","Red-cherry compote, balsamic-glazed berries and a pinch of dried sage show on the nose of this bottling from a new label that's made by a secret group of winemakers. It's relatively light on the palate but full of flavors, from sour cherry and cranberry to pepper dust and dried marjoram.",https://www.winemag.com/buying-guide/grace-vine-2014-reserve-pinot-noir-santa-barbara-county-301445/,Pinot Noir,Grace + Vine 2014 Reserve Pinot Noir (Santa Barbara County),Grace + Vine,,
1188,87,87.0,15.2%,"South Coast, South Coast, California, US",750 ml,Red,90,"$58,  Buy Now","Deep, dark and lush aromas of blackberry, black plums, lilac and smoked meat show on the nose of this bottling. The palate is well rounded and cohesive, showing berry, plum and espresso-bean flavors.",https://www.winemag.com/buying-guide/hawk-watch-winery-2015-solo-barrique-malbec-south-coast-301231/,Malbec,Hawk Watch Winery 2015 Solo Barrique Malbec (South Coast),Hawk Watch Winery,,
1189,88,88.0,13.7%,Jordan,750 ml,White,90,"$33,  Buy Now","This is a tense, tart and crisply mineral-laden white wine, thick on entry in peach and melon flavor. The midpalate finds peace and balance, allowing a slight bit of reduction to linger and the finish to focus in acidity.",https://www.winemag.com/buying-guide/jordan-2016-chardonnay-russian-river-valley-300633/,Russian River Valley,Jordan 2016 Chardonnay (Russian River Valley),Jordan,,
